title,artist,uri
The Rest Of Our Life,Tim McGraw & Faith Hill,spotify:track:19P6cJstaoQJHtHW3HOGcg
Written In The Sand,Old Dominion,spotify:track:2A69wys3S9uiPSmn6UZWJn
Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,spotify:track:0pJPdSVti6cTM1Q6xYGmcf
MIC Drop,BTS Featuring Desiigner,spotify:track:01380RE6UfsPSdiUIwrCoH
Codeine Dreaming,Kodak Black Featuring Lil Wayne,spotify:track:4DTpngLjoHj5gFxEZFeD3J
Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",spotify:track:038kavjqUaGIYZL5lYocvX
Legends,Kelsea Ballerini,spotify:track:6vlxmQGwmlyp07YjkugV6K
Total Eclipse Of The Heart,Chloe Kohanski,spotify:track:1pFkLWesh2zpoFTs2g4SFt
Perro Fiel,Shakira Featuring Nicky Jam,spotify:track:70lnL3QaSOIIyMa2X9aVRL
Him & I,G-Eazy & Halsey,spotify:track:5k38wzpLb15YgncyWdTZE4
Kooda,6ix9ine,spotify:track:40LaNujg5lvImKt0N4xDge
Juice,Yo Gotti,spotify:track:1psC5iHzQxaTMZ5dWGfM6I
Bella y Sensual,Romeo Santos Featuring Nicky Jam & Daddy Yankee,spotify:track:0ERbK7qVqveCaBWIiYCrl3
Marry Me,Thomas Rhett,spotify:track:0OWZFobGSIW9GrSlQ9C5pc
Five More Minutes,Scotty McCreery,spotify:track:3qTmB5HxP9ilJaiM6B1yuk
Criminal,Natti Natasha x Ozuna,spotify:track:6Za3190Sbw39BBC77WSS1C
Never Be The Same,Camila Cabello,spotify:track:4eWQlBRaTjPPUlzacqEeoQ
Go Legend,Big Sean & Metro Boomin Featuring Travis Scott,spotify:track:3wAI7MIQtTgwcRmwchPZBc
Dark Knight Dummo,Trippie Redd Featuring Travis Scott,spotify:track:1pfwOQKJsRRBf6NdYO4Qog
My Dawg,Lil Baby,spotify:track:7CEJH5Ed7FBbXF6CqBQPlJ
Danger,Migos & Marshmello,spotify:track:0nhVrTiCGiGRCoZOJiWzm1
Untouchable,Eminem,spotify:track:6IvespQWGW4USXwexlVKDm
Bartier Cardi,Cardi B Featuring 21 Savage,spotify:track:0dIoGTQXDh1wVnhIiSyYEa
River,Eminem Featuring Ed Sheeran,spotify:track:1cS0TgbR263ey9jn0MwD2s
La Modelo,Ozuna x Cardi B,spotify:track:2SbzdGpOKlH3HIAGTWTbwU
Eye 2 Eye,Huncho Jack Featuring Takeoff,spotify:track:4vwfOiyWxXeEdx4ejAJgdx
Modern Slavery,Huncho Jack,spotify:track:7J6bnDDitOwfelaJNixHhL
Thunder/Young Dumb & Broke (Medley),Imagine Dragons + Khalid,
Black & Chinese,Huncho Jack,spotify:track:628Ueb4sRiXApObhcU9iPU
Ice Tray,Quavo & Lil Yachty,
Dubai Shit,Huncho Jack Featuring Offset,spotify:track:6urLjX35oXXRYtcH1b3dCh
Huncho Jack,Huncho Jack,spotify:track:5vuiHi3QYbwcm1OKJOYnrf
Motorcycle Patches,Huncho Jack,spotify:track:7g7raxdQpiLZT7aOlib4S1
Saint,Huncho Jack,spotify:track:7foypmc7KZyU716Yv63BPe
Stir Fry,Migos,spotify:track:2UVbBKQOdFAekPTRsnkzcf
Finesse,Bruno Mars & Cardi B,spotify:track:3Vo4wInECJQuz9BIBMOu8i
One Foot,WALK THE MOON,spotify:track:2JDe8jKdOcOcQm8oM4bavF
This Is Me,Keala Settle & The Greatest Showman Ensemble,spotify:track:45aBsnKRWUzhwbcqOJLwfe
Rewrite The Stars,Zac Efron & Zendaya,spotify:track:65fpYBrI8o2cfrwf2US4gq
Never Enough,Loren Allred,spotify:track:0Gl5s8IhMmQE5YQwM8Qx1J
Corazon,Maluma X Nego do Borel,spotify:track:5cepAtqnEQ6yVG6088zMMu
The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",spotify:track:4ylWMuGbMXNDgDd8lErEle
Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",spotify:track:4NCcEcogAZM6LgIptOpY2d
Filthy,Justin Timberlake,spotify:track:5ZpjODX6OH1xZs3AOewTO6
All The Stars,Kendrick Lamar & SZA,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s
For You (Fifty Shades Freed),Liam Payne & Rita Ora,spotify:track:66xn6tB8s3l8uhj02OGneE
Nowadays,Lil Skies Featuring Landon Cube,spotify:track:2u7mxWSeoqTXndK5e08jMp
I Miss You,Clean Bandit Featuring Julia Michaels,spotify:track:0Ult84lvFuqNvbyXwyRQ58
Red Roses,Lil Skies Featuring Landon Cube,spotify:track:3ZhTT6yjZwpPph5MIJ53XY
The Champion,Carrie Underwood Featuring Ludacris,spotify:track:0stPNUkU1LZnvxIcfrKnEZ
KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",spotify:track:7ELPiYjcp2DjvbrKdqcAx1
Outside Today,YoungBoy Never Broke Again,spotify:track:3sA7HKGzcKTVscdiTCrWpX
My My My!,Troye Sivan,spotify:track:4NiehSBQthimPzRsVeOgCT
Tequila,Dan + Shay,spotify:track:42fw0rxRO2xbesF6mJfd4Y
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",spotify:track:51rXHuKN8Loc4sUlKPODgH
IDGAF,Dua Lipa,spotify:track:76cy1WJvNGJTj78UqeA5zr
El Bano,Enrique Iglesias Featuring Bad Bunny,spotify:track:2vvdTrdryjsl8DmPIMDWZU
God's Plan,Drake,spotify:track:6DCZcSspjsKoFjzjrWoCdn
Diplomatic Immunity,Drake,spotify:track:4haJoBPbPj9QFKNpp9e8kx
Mine,Bazzi,spotify:track:7uzmGiiJyRfuViKKK3lVmR
Sick Boy,The Chainsmokers,spotify:track:58kZ9spgxmlEznXGu6FPdQ
Supplies,Justin Timberlake,spotify:track:6jT85s2dZ55HBqjXYi2rfI
No Name,NF,spotify:track:7hdw5gAGMyyn9z0XgfTv1j
Rock,Plies,spotify:track:0QVISdPWRllAmoDBG3DEHU
Say Something,Justin Timberlake Featuring Chris Stapleton,spotify:track:1LhMopPAallLeaeNutqbgS
Walk It Talk It,Migos Featuring Drake,spotify:track:6n4U3TlzUGhdSFbUUhTvLP
The Middle,"Zedd, Maren Morris & Grey",spotify:track:09IStsImFySgyp0pIQdqAc
You Make It Easy,Jason Aldean,spotify:track:2TXtN9MoV308Y0z1HvyTfV
Narcos,Migos,spotify:track:0wbnC9AUenxp613TYaJsGK
BBO (Bad Bitches Only),Migos Featuring 21 Savage,spotify:track:4BHzHISX21PYwGXiBEUQ70
Notice Me,Migos Featuring Post Malone,spotify:track:3OnOomd79OjqSYHchCQ6ht
Supastars,Migos,spotify:track:7yt6eiZQCkVFEzwGp4Pbor
White Sand,"Migos Featuring Travis Scott, Ty Dolla $ign & Big Sean",spotify:track:2KokOIKdw4zZutDil85Ugh
Gang Gang,Migos,spotify:track:6RKkHI2fkmgZq7uQPPav8f
New Freezer,Rich The Kid Featuring Kendrick Lamar,spotify:track:2EgB4n6XyBsuNUbuarr4eG
Higher We Go (Intro),Migos,spotify:track:43dOwOq0mB4i6j4SpcSkqC
Auto Pilot,Migos,spotify:track:4Kw3CztmD15X1QGDnnHmLD
Emoji A Chain,Migos,spotify:track:0G9rmRmQDFk9O2tzZLyRkc
El Farsante,Ozuna & Romeo Santos,spotify:track:7uYgVgRSgqluZclLS7wpp4
Most People Are Good,Luke Bryan,spotify:track:79LAFAkR1ATb4iIQvZuCL0
CC,Migos Featuring Gucci Mane,spotify:track:35ffVv9x4mtzBh5rF1K9sP
Pray For Me,The Weeknd & Kendrick Lamar,spotify:track:77UjLW8j5UAGAGVGhR5oUK
Man Of The Woods,Justin Timberlake,spotify:track:4KTU5aa5s547f1JF5DImhF
Dura,Daddy Yankee,spotify:track:6KuqAtoeVzxAYOaMveLNpH
Hardaway,Derez De'Shon,spotify:track:6qN8ravya3QCtck2OvEkeq
At The Club,Jacquees X Dej Loaf,spotify:track:4gzLb1d6pbPcNytb2J0CHa
The Long Way,Brett Eldredge,spotify:track:5vuMtXS5kQ7F0o9V9rG1dG
Singles You Up,Jordan Davis,spotify:track:4LiMQ6G9n84rDUBs9wtwz6
A Girl Like You,Easton Corbin,spotify:track:3AsNVBJ7LHsltdu9490ZiS
Look Alive,BlocBoy JB Featuring Drake,spotify:track:7165YDcOpr9yEypbdpU6fa
X,"ScHoolboy Q, 2 Chainz & Saudi",spotify:track:4LmAnpjlhWTahvRkYR8xJa
Plug Walk,Rich The Kid,spotify:track:1ZAyjvIk9YiD76yYy0TEG6
The Ways,Khalid & Swae Lee,spotify:track:5jyyPsIGM2yqkZN9R3TmvN
Paramedic!,SOB X RBE,spotify:track:2tPcTFiQF9MbVUyjZ3zDhA
Big Shot,Kendrick Lamar & Travis Scott,spotify:track:5cXg9IQS34FzLVdHhp7hu7
Friends,Marshmello & Anne-Marie,spotify:track:08bNPGLD8AhKpnnERrAc6G
Black Panther,Kendrick Lamar,spotify:track:005FoVr63RI753jsNjfLax
I Like Me Better,Lauv,spotify:track:1jXfVzMk8cSbvAXMML4Y4f
Love Lies,Khalid & Normani,spotify:track:45Egmo7icyopuzJN0oMEdk
Get You,Daniel Caesar Featuring Kali Uchis,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ
Psycho,Post Malone Featuring Ty Dolla $ign,spotify:track:1GXABqvCDvQ58wPbkNhhzh
44 More,Logic,spotify:track:3e7Y6sfFlIdBMJhX7wpqVO
Billy,6ix9ine,spotify:track:5GyEbpUAN4ErmlPOxKgODR
Want You Back,5 Seconds Of Summer,spotify:track:2vHfabj6nFebekTYODqntl
RONDO,6ix9ine Featuring Tory Lanez & Young Thug,spotify:track:5e4AYaVnzJnR5H7tVbox9S
Booty,Blac Youngsta,spotify:track:0FbSpY8RPxTRxi1Fpj9Dz9
She's With Me,High Valley,spotify:track:2p2cCrOaNrIOLk5ArtlHy6
Break Up In The End,Cole Swindell,spotify:track:5Z19ylxppfnfdP4JH0u8oj
Make Me Feel,Janelle Monae,spotify:track:5gW5dSy3vXJxgzma4rQuzH
Sad!,XXXTENTACION,spotify:track:3ee8Jmje8o58CHK66QrVC2
Top Off,"DJ Khaled Featuring JAY Z, Future & B",spotify:track:1W6wxOOYyJyyok8fqYSZ3m
Everyday,Logic & Marshmello,spotify:track:6zOhgKfbMiQWToE6K13s2s
No Excuses,Meghan Trainor,spotify:track:7fCNUWi6uflDTQ08srxMZk
Changes,XXXTENTACION,spotify:track:7AFASza1mXqntmGtbxXprO
Powerglide,Rae Sremmurd & Juicy J,spotify:track:1BuZAIO8WZpavWVbbq3Lci
X,Nicky Jam x J Balvin,spotify:track:5YUyW9opqNsMSEzzecZih1
Stranger Things,Joyner Lucas & Chris Brown,spotify:track:34I0nBvoE0ZXmqbKiJ5BWS
Tempo,Chris Brown,spotify:track:0709StHzSeXpdj2zmqF2o2
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,spotify:track:2pg2TiYo9Rb8KeB5JjP7jS
I Lived It,Blake Shelton,spotify:track:5slddJ629YcePvqD6Uyk8r
Broken Clocks,SZA,spotify:track:2fXwCWkh6YG5zU1IyvQrbs
Zombie,Bad Wolves,spotify:track:5d8Wq39QLT6OQWsY9paz5n
Indica Badu,Logic Featuring Wiz Khalifa,spotify:track:0jqBo5RYn008f4ZY8kPewW
Contra,Logic,spotify:track:7u90MSvVyEjL0c8icaE7jl
NBAYoungboat,Lil Yachty Featuring NBA YoungBoy,spotify:track:6K2anECyrckidwf5wxS78Q
Overnight,Logic,spotify:track:3s3VVLE1kB7Xk2AoJKlGmr
66,Lil Yachty Featuring Trippie Redd,spotify:track:6tarvNiKnEjYMj1VZhlDqR
Midnight,Logic,spotify:track:1GtVGc1UYin3zpMUdNSSpM
Wassup,Logic Featuring Big Sean,spotify:track:5KVciTEfXvpcFHR3RFbtJy
Delicate,Taylor Swift,spotify:track:6NFyWDv5CjfwuzoCkw47Xf
Yuck,Logic,spotify:track:0D5CXSUx8GOCHSY8KWgi9h
Boom!,Lil Yachty Featuring Ugly God,spotify:track:2PsZsnqSMXt4oKi0xHVvgF
BoomTrap Protocol,Logic,spotify:track:4fZxGiES1FKbNqJPrI4L3s
Warm It Up,Logic Featuring Young Sinatra,spotify:track:3W4JFzOQdo5J2Wgt9DFg24
Freaky Friday,Lil Dicky Featuring Chris Brown,spotify:track:6dbSBQXCctYSVryynHXaZ4
Moonlight,XXXTENTACION,spotify:track:0JP9xo3adEtGSdUEISiszL
Found / Tonight,Lin-Manuel Miranda & Ben Platt,spotify:track:0ileL1L3Vtpf5VZ5RQZ94m
The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,spotify:track:4UKCKdYiLN6IMA5ZESUTL7
In My Blood,Shawn Mendes,spotify:track:2QZ7WLBE8h2y1Y5Fb8RYbH
Numb,XXXTENTACION,spotify:track:01TnVDiet1DFTsyWKUKovl
Infinity (888),XXXTENTACION Featuring Joey Bada$$,spotify:track:7J2gyNghNTzl4EsLhXp01Q
One Number Away,Luke Combs,spotify:track:4gB7HrYHbJVJ5RFOjxmoq4
Sit Next To Me,Foster The People,spotify:track:4BdGO1CaObRD4La9l5Zanz
Going Down!,XXXTENTACION,spotify:track:7CkbRn6S0itJqcqn88AtSV
Everybody Hates Me,The Chainsmokers,spotify:track:6ufrOaf4v6Qady6GiIpQ0s
Say Amen (Saturday Night),Panic! At The Disco,spotify:track:76vMKwFtdDDCLcM6zXybjB
Lost In Japan,Shawn Mendes X Zedd,spotify:track:79esEXlqqmq0GPz0xQSZTV
Japan,Famous Dex,spotify:track:5PTG6rrL6EPFD9E2QMI2pl
Up Down,Morgan Wallen Featuring Florida Georgia Line,spotify:track:2RfYofkWwN77WJjR1rpena
For The First Time,Darius Rucker,spotify:track:0LG2cFomCi8Fb664Lvr3Nu
No Roots,Alice Merton,spotify:track:3V1BE32dGQthoGznoQkVtZ
Call Out My Name,The Weeknd,spotify:track:09mEdoA6zrmBPgTEN5qXmN
Be Careful,Cardi B,spotify:track:2Yl4OmDby9iitgNWZPwxkd
Try Me,The Weeknd,spotify:track:4ppTAJUbNXELZcoUaL90wo
Wasted Times,The Weeknd,spotify:track:7DKS0rX27cCEPsK0R6tFWS
I Was Never There,The Weeknd Featuring Gesaffelstein,spotify:track:1cKHdTo9u0ZymJdPGSh6nq
Hurt You,The Weeknd Featuring Gesaffelstein,spotify:track:6QdnKD1zwEgyOWtkrdzlOF
Medicine,Queen Naija,spotify:track:4lFfMRH0YH4pW5gczTDbNC
Privilege,The Weeknd,spotify:track:0Nwar8rweBUyfyuoyjjUvk
Boo'd Up,Ella Mai,spotify:track:0At2qAoaVjIwWNAqrscXli
OKRA,"Tyler, The Creator",spotify:track:74ZovzRxHBvCq5yIwe8boh
Take Back Home Girl,Chris Lane Featuring Tori Kelly,spotify:track:0q0Htw3tNkJM87u7fm1kPd
"Woman, Amen",Dierks Bentley,spotify:track:3nBXOlFTADNvG9nkqy2O2W
Proud,2 Chainz Featuring YG & Offset,spotify:track:365wwIjijQdlRJEjUWTidq
Focus,H.E.R.,spotify:track:3tZs3nVjySLbL320lP4mvs
Nice For What,Drake,spotify:track:3CA9pLiwRIGtUBiMjbZmRw
I Like It,"Cardi B, Bad Bunny & J Balvin",spotify:track:58q2HKrzhC3ozto2nDdN4z
Drip,Cardi B Featuring Migos,spotify:track:2qcG0nZ6S3zZV0UrkY5nFo
I Do,Cardi B Featuring SZA,spotify:track:1f5PNhkNgUpvDEeZfcIlO1
Ring,Cardi B Featuring Kehlani,spotify:track:5DfWF0jqMgZDCiu9zJENTA
Get Up 10,Cardi B,spotify:track:7p2ewixAShLpjDZrnzZK7c
Best Life,Cardi B Featuring Chance The Rapper,spotify:track:00B7TZ0Xawar6NZ00JFomN
Bickenhead,Cardi B,spotify:track:17Yq72h0p15OhCbZ5lJ5gd
Thru Your Phone,Cardi B,spotify:track:74cVJfmK18rhWnscIpGXjt
She Bad,Cardi B & YG,spotify:track:0CfmNX2TXk7yoJqHJiixnp
Money Bag,Cardi B,spotify:track:1vBeIXlzbAieGoDqInav5j
Diamond Teeth Samurai,YoungBoy Never Broke Again,spotify:track:1k7KigfkZh2Xb6khqV1a0K
One Kiss,Calvin Harris & Dua Lipa,spotify:track:7ef4DlsgrMEH11cDZd32M6
A$AP Forever,A$AP Rocky Featuring Moby,
Barbie Tingz,Nicki Minaj,spotify:track:2qsQ8eVDPmobZpvDxQCVQu
Get Along,Kenny Chesney,spotify:track:6n6OQfBpCgzF9oEg8zhBN7
Chun-Li,Nicki Minaj,
Alone,Halsey Featuring Big Sean & Stefflon Don,spotify:track:0vFkbd99U6cBAQPAUjvNOv
Esskeetit,Lil Pump,spotify:track:44KKhCyI0BGS6LvVyDqJtH
Cry Pretty,Carrie Underwood,spotify:track:7B9UAoGiN4iMCv4s40xoiM
Let Me,Zayn,spotify:track:2cEmWBBlCfR9wWrY9JmTyt
Guatemala,Swae Lee Featuring Slim Jxmmi,
Anybody,Young Thug Featuring Nicki Minaj,spotify:track:5I30ByMf5nhgbSokY1EZiN
Gotti,6ix9ine,spotify:track:6FPxVmp66GVKkVvfiBWly4
No Tears Left To Cry,Ariana Grande,spotify:track:2qT1uLXPVPzGgFOx4jtEuo
ATM,J. Cole,spotify:track:2UciqgwVDwro0fev3MFbxJ
Kevin's Heart,J. Cole,spotify:track:6tZ3b7ik1QDXFAZlXib0YZ
KOD,J. Cole,spotify:track:7yotKA30dwTKNEGomV9ZsI
Photograph,J. Cole,spotify:track:0bhnUFDQFCEHCBlsQfHnj5
Motiv8,J. Cole,spotify:track:1AT4xjNarTswd0UZ5FlmKF
1985 (Intro To The Fall Off),J. Cole,spotify:track:7EulRO07ZgchxqKUHb8Pvc
The Cut Off,J. Cole Featuring kiLL edward,spotify:track:3rFF7kSm5qBOOPs6ljFgPp
Brackets,J. Cole,spotify:track:5sWbwccBcyHsg5LEKWGZo9
Window Pain (Outro),J. Cole,spotify:track:5Lgqu1th1KqlG97OF2gWGe
Friends,J. Cole Featuring kiLL edward,spotify:track:6onwlDmIVKE8bBgyBRSuS0
Once An Addict (Interlude),J. Cole,spotify:track:0Px86mRlxdB3YqpK6KXWlr
Intro,J. Cole,spotify:track:7EulRO07ZgchxqKUHb8Pvc
OTW,"Khalid, Ty Dolla $ign & 6LACK",spotify:track:6Hgh47WXVKtXN5zGOu0hjI
Babe,Sugarland Featuring Taylor Swift,spotify:track:7fRruZ12gXGwBs0zXQ6e5V
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",spotify:track:3V8UKqhEK5zBkBb6d6ub8i
Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,spotify:track:5BVMLKioofuSf51g1DKDP9
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,spotify:track:212BpQ14gz23ewVKFydbVN
Close,Rae Sremmurd & Travis Scott,spotify:track:1oUudyBYVGMIC8JXeIsFzq
Better Now,Post Malone,spotify:track:7dt6x5M1jzdTEt8oCbisTK
Paranoid,Post Malone,spotify:track:3fpVWegR6YOS1Yk5HSMYIq
Rich & Sad,Post Malone,spotify:track:2VdT56BGpdqNHUgOe1j5vc
Spoil My Night,Post Malone Featuring Swae Lee,spotify:track:5VuxWXbt7XENQCtE9TzpTv
Ball For Me,Post Malone Featuring Nicki Minaj,spotify:track:6IaieqiCVvsNvEt6Y7yOFa
Stay,Post Malone,spotify:track:4H7WNRErSbONkM06blBoGc
Same Bitches,Post Malone Featuring G-Eazy & YG,spotify:track:688QpQAwqsLdBR6lr13wK1
Zack And Codeine,Post Malone,spotify:track:5lZZmityu9TAjNvSY6GLhR
Over Now,Post Malone,spotify:track:09IOPhEh1OMe0HD9b36FJk
Takin' Shots,Post Malone,spotify:track:5ffntNJnJOeFv7b7DCd0Bw
92 Explorer,Post Malone,spotify:track:1D2L6MefbXon28PzIk9I3r
Otherside,Post Malone,spotify:track:4qWCFTuNnmGNdY4egtb4ZY
Blame It On Me,Post Malone,spotify:track:1ZemPoaj7LBj1RAQrb89EC
Sugar Wraith,Post Malone,spotify:track:0MrRAUcB8AZiB9ue2VOBYe
Famous,Mason Ramsey,spotify:track:1lasE4yXQmZ5mwWdGQGn8E
Jonestown (Interlude),Post Malone,spotify:track:0R6Jlsq25eZB3Wftpxi3oF
Overdose,YoungBoy Never Broke Again,spotify:track:3A1BaBGT3HgzuDrV9pgX9v
Ye vs The People,Kanye West Featuring T.I.,spotify:track:69b0SDYOymaqYwm3la237H
This Is America,Childish Gambino,spotify:track:0b9oOr2ZgvyQu88wzixux9
Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,spotify:track:3DoBTwfr8yi2LN08SBpFkN
Beautiful Crazy,Luke Combs,spotify:track:2rxQMGVafnNaRaXlRMWPde
Youth,Shawn Mendes Featuring Khalid,spotify:track:1h0yImRPIVAjhhHeNVlTuC
Done For Me,Charlie Puth Featuring Kehlani,spotify:track:1lsBTdE6MGsKeZCD6llNu7
Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty,spotify:track:3hv6ndi7uFT9L9wrhQCsqY
Mercy,Brett Young,spotify:track:2VIPU72L6tIR4w8J8ap6Kp
Preach,YoungBoy Never Broke Again,spotify:track:45RbAX2KxbPdNwUgeYA69j
Shoota,Playboi Carti Featuring Lil Uzi Vert,spotify:track:2BJSMvOGABRxokHKB0OI8i
Yes Indeed,Lil Baby & Drake,spotify:track:6vN77lE9LK6HP2DewaN6HZ
Back To You,Selena Gomez,spotify:track:514rhnksEwHUh6LxXsQ4Y9
Lucid Dreams,Juice WRLD,spotify:track:1Bmn5aStO2S33dz1Di0g3K
Me Niego,Reik Featuring Ozuna & Wisin,spotify:track:4ggiDYAkJ7Yk8d5xOr7Xjo
Lust,Lil Skies,spotify:track:7oJrVhiTPZGBXWPwhxjy9S
All Girls Are The Same,Juice WRLD,spotify:track:4VXIryQMWpIdGgYR4TrjT1
Fake Love,BTS,spotify:track:6m1TWFMeon7ai9XLOzdbiR
Change Lanes,Kevin Gates,spotify:track:59XHPyb0MTMElZpkG0Wp69
Like That,Kris Wu,spotify:track:1SpRg4WCFrNmcjldYiBHOT
Southside,Lil Baby,spotify:track:5lf3ajySox32qFvGEf2TFM
Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,spotify:track:2bSk87AVkCIIC3Bcligq1z
Let It Sing,Kevin Gates,spotify:track:090R9OdFMbQQksvwuXmNEY
Sangria Wine,Pharrell Williams x Camila Cabello,spotify:track:6XlSyYFTU1nodeWwwzVgTV
Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",spotify:track:5mqzhMuUpvnMfwNz6iepmO
Champion,NAV Featuring Travis Scott,spotify:track:6nO3tr47nr2P7f3hXb8JIo
Downtown's Dead,Sam Hunt,spotify:track:5eFfsbjSouG8qOpg9ZqDl6
Don't Go Breaking My Heart,Backstreet Boys,spotify:track:79Mjfhh393dZdAsTvUFDR6
I'm Upset,Drake,spotify:track:3qN5qMTKyEEmiTZD38BNTT
Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,spotify:track:7ycWLEP1GsNjVvcjawXz3z
TATI,6ix9ine Featuring DJ SPINKING,spotify:track:0CFJoopJPNMEC7Itmp64Yb
Infrared,Pusha T,spotify:track:6cpsixIHI63L0hwh3CwZg3
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",spotify:track:0ZNrc4kNeQYD9koZ3KvCsy
If You Know You Know,Pusha T,spotify:track:6bGwKHXHNLmTy6yt147FPh
What Would Meek Do?,Pusha T Featuring Kanye West,spotify:track:5vnuJ8EopkP5dHukpOmT3L
Dinero,Jennifer Lopez Featuring DJ Khaled & Cardi B,spotify:track:22mQXNE0nCuWq4yOwcadIn
Taste,Tyga Featuring Offset,spotify:track:5IaHrVsrferBYDm0bDyABy
Lovely,Billie Eilish & Khalid,spotify:track:0u2P5u6lvoDfwTYjAADbn4
I Was Jack (You Were Diane),Jake Owen,spotify:track:6usB6QXBv1psOMXWmz01XH
Girls Like You,Maroon 5 Featuring Cardi B,spotify:track:3j36w2RY7uyBFWkcG8MKmB
High Hopes,Panic! At The Disco,spotify:track:1rqqCSm0Qe4I9rUvWncaom
The Games We Play,Pusha T,spotify:track:7iEoaTyBCqLaAwJnOP1BTn
Yikes,Kanye West,spotify:track:1qsHYUd2c1wFGcn7e63QmG
All Mine,Kanye West,spotify:track:3U21A07gAloCc4P7J8rxcn
Ghost Town,Kanye West Featuring PARTYNEXTDOOR,spotify:track:7vgTNTaEz3CsBZ1N4YQalM
Wouldn't Leave,Kanye West Featuring PARTYNEXTDOOR,spotify:track:1nGoy0cEj0extAwXYNYTWd
Violent Crimes,Kanye West,spotify:track:3s7MCdXyWmwjdcWh7GWXas
I Thought About Killing You,Kanye West,spotify:track:0yhxBvedRdGxsPZHJNI4VA
No Mistakes,Kanye West,spotify:track:35KV2Nuib6jPMVN00O8iba
Simple,Florida Georgia Line,spotify:track:4L9Ds4mpD3SuYoWwFUlv16
Must've Never Met You,Luke Combs,spotify:track:6ojicjDYUUoeE1tdSvfFo4
Humility,Gorillaz Featuring George Benson,spotify:track:3NeiYiBn3rQBgurfVk92Zm
Africa,Weezer,spotify:track:3ZPKocroJIcnHGcnJVlLKD
Youngblood,5 Seconds Of Summer,spotify:track:2iUXsYOEPhVqEBwsqP70rE
Sin Pijama,Becky G + Natti Natasha,spotify:track:2ijef6ni2amuunRoKTlgww
Reborn,KIDS SEE GHOSTS,spotify:track:4RVbK6cV0VqWdpCDcx3hiT
4th Dimension,KIDS SEE GHOSTS Featuring Louis Prima,spotify:track:6JyEh4kl9DLwmSAoNDRn5b
Feel The Love,KIDS SEE GHOSTS,spotify:track:3aUFrxO1B8EW63QchEl3wX
"Freeee (Ghost Town, Pt. 2)",KIDS SEE GHOSTS,spotify:track:7GRTrWsP3yo2Fx8umJfA1X
Fire,KIDS SEE GHOSTS,spotify:track:7oHkit3F3vimtsBbnZkU0G
Cudi Montage,KIDS SEE GHOSTS,spotify:track:4kUZvXB3LC3an3HX6h0s17
KIDS SEE GHOSTS,KIDS SEE GHOSTS,spotify:track:2I3dW2dCBZAJGj5X21E53k
Lose It,Kane Brown,spotify:track:7epGknfpAlH1u33S71Ur1o
Rich Sex,Nicki Minaj Featuring Lil Wayne,spotify:track:2D1MK9oaxy7axXggy3iVbp
I Know You,Lil Skies Featuring Yung Pinch,spotify:track:5Cg98kiDYtCEHmjcKD0CJD
Apes**t,The Carters,
Bed,Nicki Minaj Featuring Ariana Grande,spotify:track:3L4GsGLgxpHieVQH86H8bv
Bigger > You,"2 Chainz, Drake & Quavo",spotify:track:5S1IUPueD0xE0vj4zU3nSf
DDU-DU DDU-DU,BLACKPINK,
Born To Be Yours,Kygo & Imagine Dragons,spotify:track:0WVAQaxrT0wsGEG4BCVSn2
Boss,The Carters,spotify:track:4F8V44j8cbjHnXjfW2HruU
Ocean,Martin Garrix Featuring Khalid,spotify:track:2Ceq5Ty6rJqazoZIWyS0Vc
Hope,XXXTENTACION,spotify:track:2ZRo7axmMPeSVUvDbGkJah
Summer,The Carters,spotify:track:7zmleW3XZx0uUsL2CkFuDe
Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,spotify:track:4ERE39Qs60GxA6gUuGhQz6
Nice,The Carters,spotify:track:44lusH2vzc4sRAwsooRhPh
Cop Shot The Kid,Nas Featuring Kanye West,spotify:track:1vi9adPJiD4d22ybGp25hy
Friends,The Carters,spotify:track:0gu5B9dUOiLezdDjrLPCCV
Sober,Demi Lovato,spotify:track:0STK94RxUulYqWzwFlyAb5
Legends,Juice WRLD,spotify:track:1Knctxx9vGZxpZfF66BIEa
